gender,age,category,quantity,price,payment_method,datetime,shopping_mall,year,month
Male,67,Shoes,3,1800.51,Credit Card,2022-08-07,Metrocity,2022,August
Female,52,Clothing,5,1500.4,Debit Card,2022-07-06,Mall of Istanbul,2022,July
Female,51,Clothing,2,600.16,Credit Card,2021-02-06,Metrocity,2021,February
Male,51,Food & Beverage,4,20.92,Cash,2022-10-02,Viaport Outlet,2022,October
Male,66,Shoes,5,3000.85,Credit Card,2022-04-21,Zorlu Center,2022,April
Female,28,Clothing,2,600.16,Credit Card,2022-06-06,Cevahir AVM,2022,June
Female,67,Clothing,3,900.24,Credit Card,2022-04-08,Cevahir AVM,2022,April
Female,34,Clothing,4,1200.32,Credit Card,2021-05-20,Metrocity,2021,May
Male,51,Toys,2,71.68,Cash,2021-08-13,Viaport Outlet,2021,August
Male,28,Toys,5,179.2,Debit Card,2022-01-09,Cevahir AVM,2022,January
Female,28,Toys,2,71.68,Cash,2022-06-02,Forum Istanbul,2022,June
Male,39,Souvenir,3,35.19,Cash,2022-12-16,Metropol AVM,2022,December
Female,18,Food & Beverage,4,20.92,Cash,2021-12-21,Viaport Outlet,2021,December
Female,30,Food & Beverage,5,26.15,Cash,2021-06-28,Mall of Istanbul,2021,June
Female,68,Clothing,4,1200.32,Debit Card,2023-02-19,Metrocity,2023,February
Female,21,Clothing,2,600.16,Credit Card,2022-06-03,Kanyon,2022,June
Female,46,Food & Beverage,4,20.92,Cash,2022-01-01,Mall of Istanbul,2022,January
Male,50,Clothing,4,1200.32,Cash,2021-02-03,Emaar Square Mall,2021,February
Male,59,Souvenir,4,46.92,Debit Card,2022-11-07,Viaport Outlet,2022,November
Male,59,Technology,5,5250.0,Debit Card,2021-12-07,Mall of Istanbul,2021,December
Female,36,Clothing,5,1500.4,Cash,2021-05-17,Metrocity,2021,May
Female,28,Toys,5,179.2,Debit Card,2022-02-02,Kanyon,2022,February
Male,23,Clothing,2,600.16,Cash,2022-07-29,Istinye Park,2022,July
Male,55,Clothing,1,300.08,Credit Card,2022-10-14,Metropol AVM,2022,October
Female,26,Clothing,4,1200.32,Credit Card,2022-02-15,Metrocity,2022,February
Female,43,Technology,1,1050.0,Cash,2022-01-15,Emaar Square Mall,2022,January
Female,22,Shoes,4,2400.68,Credit Card,2023-02-15,Istinye Park,2023,February
Male,47,Toys,4,143.36,Credit Card,2022-02-18,Istinye Park,2022,February
Female,34,Clothing,1,300.08,Cash,2021-12-22,Kanyon,2021,December
Female,57,Shoes,1,600.17,Credit Card,2022-08-11,Viaport Outlet,2022,August
Male,37,Toys,4,143.36,Cash,2021-12-21,Metrocity,2021,December
Female,40,Food & Beverage,3,15.69,Cash,2021-03-09,Emaar Square Mall,2021,March
Female,24,Toys,5,179.2,Cash,2021-03-11,Zorlu Center,2021,March
Male,24,Clothing,5,1500.4,Debit Card,2022-12-02,Metrocity,2022,December
Female,58,Food & Beverage,4,20.92,Credit Card,2023-06-01,Metrocity,2023,June
Female,34,Shoes,3,1800.51,Cash,2021-06-30,Emaar Square Mall,2021,June
Male,57,Food & Beverage,5,26.15,Credit Card,2021-06-09,Mall of Istanbul,2021,June
Female,38,Shoes,5,3000.85,Credit Card,2021-11-17,Istinye Park,2021,November
Male,65,Clothing,1,300.08,Cash,2021-10-04,Viaport Outlet,2021,October
Male,39,Clothing,4,1200.32,Debit Card,2023-01-25,Metrocity,2023,January
Male,69,Clothing,2,600.16,Credit Card,2021-04-16,Metropol AVM,2021,April
Female,55,Clothing,1,300.08,Cash,2021-04-13,Mall of Istanbul,2021,April
Female,41,Toys,2,71.68,Credit Card,2021-09-28,Mall of Istanbul,2021,September
Female,62,Clothing,3,900.24,Cash,2022-02-10,Mall of Istanbul,2022,February
Male,26,Cosmetics,5,203.3,Debit Card,2022-09-20,Kanyon,2022,September
Male,50,Clothing,5,1500.4,Cash,2022-05-03,Emaar Square Mall,2022,May
Male,33,Food & Beverage,5,26.15,Cash,2021-11-21,Istinye Park,2021,November
Female,28,Clothing,4,1200.32,Credit Card,2021-12-27,Istinye Park,2021,December
Female,28,Clothing,1,300.08,Credit Card,2022-12-20,Metropol AVM,2022,December
Female,20,Clothing,3,900.24,Credit Card,2021-12-11,Metropol AVM,2021,December
Male,55,Clothing,2,600.16,Cash,2021-06-07,Metropol AVM,2021,June
Female,59,Cosmetics,1,40.66,Cash,2021-01-12,Istinye Park,2021,January
Male,39,Clothing,5,1500.4,Debit Card,2022-01-24,Metrocity,2022,January
Female,67,Shoes,3,1800.51,Cash,2023-01-27,Metrocity,2023,January
Male,67,Clothing,1,300.08,Cash,2022-10-04,Kanyon,2022,October
Male,49,Toys,1,35.84,Debit Card,2022-11-29,Metrocity,2022,November
Female,22,Technology,2,2100.0,Credit Card,2021-07-01,Forum Istanbul,2021,July
Male,51,Clothing,1,300.08,Credit Card,2022-07-25,Metropol AVM,2022,July
Male,51,Cosmetics,4,162.64,Cash,2023-09-02,Istinye Park,2023,September
Male,19,Technology,5,5250.0,Cash,2022-12-01,Mall of Istanbul,2022,December
Female,58,Food & Beverage,5,26.15,Cash,2021-12-05,Emaar Square Mall,2021,December
Male,62,Food & Beverage,4,20.92,Credit Card,2022-01-21,Mall of Istanbul,2022,January
Female,69,Shoes,2,1200.34,Credit Card,2021-09-14,Emaar Square Mall,2021,September
Female,19,Clothing,3,900.24,Cash,2022-07-21,Mall of Istanbul,2022,July
Female,53,Clothing,1,300.08,Cash,2021-11-24,Metropol AVM,2021,November
Male,21,Cosmetics,4,162.64,Credit Card,2022-04-25,Mall of Istanbul,2022,April
Female,62,Cosmetics,1,40.66,Cash,2021-08-05,Istinye Park,2021,August
Male,61,Cosmetics,1,40.66,Credit Card,2022-01-27,Cevahir AVM,2022,January
Female,59,Toys,4,143.36,Cash,2022-12-18,Kanyon,2022,December
Female,59,Clothing,4,1200.32,Cash,2021-06-01,Kanyon,2021,June
Male,46,Clothing,5,1500.4,Cash,2021-04-22,Emaar Square Mall,2021,April
Male,67,Clothing,5,1500.4,Cash,2021-12-12,Metrocity,2021,December
Female,57,Food & Beverage,2,10.46,Credit Card,2021-02-06,Viaport Outlet,2021,February
Male,31,Toys,5,179.2,Debit Card,2021-11-01,Kanyon,2021,November
Female,54,Shoes,5,3000.85,Cash,2021-12-24,Metropol AVM,2021,December
Female,31,Food & Beverage,4,20.92,Cash,2021-06-02,Mall of Istanbul,2021,June
Female,62,Souvenir,4,46.92,Cash,2023-07-01,Mall of Istanbul,2023,July
Male,33,Shoes,2,1200.34,Cash,2023-12-01,Istinye Park,2023,December
Female,45,Toys,5,179.2,Cash,2022-04-15,Kanyon,2022,April
Female,39,Clothing,3,900.24,Cash,2021-02-17,Mall of Istanbul,2021,February
Female,22,Cosmetics,2,81.32,Debit Card,2022-10-07,Kanyon,2022,October
Female,25,Clothing,2,600.16,Debit Card,2021-09-13,Kanyon,2021,September
Female,47,Books,1,15.15,Credit Card,2022-09-15,Metrocity,2022,September
Male,53,Souvenir,5,58.65,Debit Card,2021-04-14,Mall of Istanbul,2021,April
Male,23,Food & Beverage,1,5.23,Debit Card,2022-04-08,Metropol AVM,2022,April
Male,30,Food & Beverage,3,15.69,Credit Card,2021-12-13,Metrocity,2021,December
Male,18,Shoes,2,1200.34,Cash,2021-01-10,Forum Istanbul,2021,January
Female,48,Souvenir,4,46.92,Cash,2021-01-18,Mall of Istanbul,2021,January
Female,61,Clothing,3,900.24,Cash,2021-09-20,Istinye Park,2021,September
Female,66,Food & Beverage,2,10.46,Debit Card,2021-08-17,Istinye Park,2021,August
Female,19,Food & Beverage,5,26.15,Credit Card,2021-08-29,Kanyon,2021,August
Male,64,Cosmetics,1,40.66,Credit Card,2021-08-27,Kanyon,2021,August
Female,26,Clothing,5,1500.4,Credit Card,2022-07-27,Viaport Outlet,2022,July
Male,55,Clothing,4,1200.32,Credit Card,2021-05-22,Viaport Outlet,2021,May
Female,52,Clothing,4,1200.32,Debit Card,2021-04-25,Kanyon,2021,April
Female,25,Technology,5,5250.0,Cash,2021-10-05,Zorlu Center,2021,October
Female,43,Food & Beverage,2,10.46,Credit Card,2021-01-05,Zorlu Center,2021,January
Female,32,Technology,1,1050.0,Debit Card,2023-12-01,Istinye Park,2023,December
Female,22,Clothing,1,300.08,Cash,2022-09-20,Metropol AVM,2022,September
Female,30,Technology,3,3150.0,Cash,2022-03-18,Kanyon,2022,March
Female,47,Toys,3,107.52,Credit Card,2021-03-02,Emaar Square Mall,2021,March
Female,49,Clothing,3,900.24,Debit Card,2021-08-14,Mall of Istanbul,2021,August
Female,37,Clothing,1,300.08,Credit Card,2023-01-28,Kanyon,2023,January
Female,23,Food & Beverage,4,20.92,Debit Card,2021-08-26,Istinye Park,2021,August
Female,26,Food & Beverage,4,20.92,Debit Card,2021-05-15,Mall of Istanbul,2021,May
Female,23,Clothing,4,1200.32,Credit Card,2022-10-19,Mall of Istanbul,2022,October
Female,28,Food & Beverage,1,5.23,Credit Card,2021-11-10,Istinye Park,2021,November
Male,49,Shoes,2,1200.34,Credit Card,2022-06-23,Zorlu Center,2022,June
Male,69,Toys,3,107.52,Credit Card,2021-10-30,Kanyon,2021,October
Male,36,Cosmetics,1,40.66,Debit Card,2022-06-05,Emaar Square Mall,2022,June
Female,21,Food & Beverage,4,20.92,Cash,2021-03-04,Mall of Istanbul,2021,March
Male,64,Food & Beverage,4,20.92,Debit Card,2022-04-28,Kanyon,2022,April
Female,66,Food & Beverage,1,5.23,Cash,2022-10-19,Cevahir AVM,2022,October
Female,27,Toys,4,143.36,Cash,2021-06-09,Emaar Square Mall,2021,June
Female,24,Technology,1,1050.0,Cash,2022-12-08,Forum Istanbul,2022,December
Female,56,Cosmetics,1,40.66,Cash,2021-09-06,Forum Istanbul,2021,September
Male,21,Cosmetics,2,81.32,Credit Card,2022-07-02,Mall of Istanbul,2022,July
Female,67,Food & Beverage,3,15.69,Cash,2022-07-06,Emaar Square Mall,2022,July
Female,66,Clothing,1,300.08,Credit Card,2022-01-05,Kanyon,2022,January
Male,65,Clothing,4,1200.32,Credit Card,2021-02-17,Metrocity,2021,February
Male,23,Clothing,1,300.08,Credit Card,2022-02-03,Kanyon,2022,February
Male,28,Clothing,4,1200.32,Credit Card,2022-07-31,Zorlu Center,2022,July
Female,35,Cosmetics,1,40.66,Cash,2021-06-22,Metrocity,2021,June
Female,39,Books,3,45.45,Credit Card,2022-12-06,Mall of Istanbul,2022,December
Male,66,Toys,3,107.52,Cash,2022-02-08,Cevahir AVM,2022,February
Male,49,Clothing,2,600.16,Cash,2021-12-13,Metrocity,2021,December
Female,24,Clothing,3,900.24,Cash,2021-10-29,Kanyon,2021,October
Female,24,Cosmetics,2,81.32,Debit Card,2021-03-21,Metrocity,2021,March
Female,36,Food & Beverage,3,15.69,Cash,2021-08-31,Kanyon,2021,August
Female,45,Cosmetics,3,121.98,Cash,2023-01-22,Mall of Istanbul,2023,January
Female,43,Clothing,3,900.24,Debit Card,2022-08-02,Kanyon,2022,August
Female,38,Clothing,2,600.16,Cash,2022-02-02,Metrocity,2022,February
Male,50,Cosmetics,1,40.66,Cash,2021-07-13,Kanyon,2021,July
Male,51,Cosmetics,5,203.3,Credit Card,2022-01-08,Kanyon,2022,January
Female,33,Shoes,3,1800.51,Debit Card,2021-01-08,Kanyon,2021,January
Female,28,Clothing,1,300.08,Credit Card,2021-03-12,Metrocity,2021,March
Female,24,Books,5,75.75,Cash,2021-08-16,Metropol AVM,2021,August
Female,57,Shoes,4,2400.68,Credit Card,2022-01-08,Metrocity,2022,January
Male,32,Clothing,1,300.08,Cash,2022-02-06,Mall of Istanbul,2022,February
Male,42,Food & Beverage,2,10.46,Cash,2022-06-02,Metropol AVM,2022,June
Female,35,Souvenir,4,46.92,Credit Card,2022-02-16,Mall of Istanbul,2022,February
Male,62,Books,5,75.75,Debit Card,2021-01-30,Forum Istanbul,2021,January
Female,45,Shoes,3,1800.51,Cash,2021-07-12,Viaport Outlet,2021,July
Female,18,Toys,4,143.36,Debit Card,2021-01-05,Mall of Istanbul,2021,January
Female,43,Cosmetics,1,40.66,Credit Card,2022-05-28,Mall of Istanbul,2022,May
Female,61,Toys,4,143.36,Cash,2021-12-27,Kanyon,2021,December
Female,58,Clothing,3,900.24,Credit Card,2021-05-17,Metrocity,2021,May
Female,65,Clothing,3,900.24,Cash,2022-11-28,Kanyon,2022,November
Male,51,Food & Beverage,4,20.92,Debit Card,2022-06-30,Metrocity,2022,June
Male,25,Technology,2,2100.0,Cash,2023-12-02,Kanyon,2023,December
Male,66,Food & Beverage,5,26.15,Cash,2021-03-22,Forum Istanbul,2021,March
Female,55,Clothing,3,900.24,Debit Card,2021-09-07,Kanyon,2021,September
Female,26,Food & Beverage,4,20.92,Cash,2022-05-04,Istinye Park,2022,May
Male,68,Technology,3,3150.0,Credit Card,2022-02-22,Metrocity,2022,February
Male,33,Books,1,15.15,Cash,2022-07-31,Forum Istanbul,2022,July
Male,47,Clothing,5,1500.4,Cash,2021-03-09,Metrocity,2021,March
Female,48,Cosmetics,2,81.32,Debit Card,2021-08-04,Mall of Istanbul,2021,August
Female,27,Cosmetics,2,81.32,Cash,2021-02-04,Emaar Square Mall,2021,February
Male,46,Clothing,1,300.08,Cash,2021-09-22,Kanyon,2021,September
Female,40,Cosmetics,1,40.66,Cash,2022-07-10,Istinye Park,2022,July
Female,32,Books,4,60.6,Cash,2021-12-30,Kanyon,2021,December
Male,48,Clothing,2,600.16,Credit Card,2022-04-23,Metrocity,2022,April
Male,56,Toys,4,143.36,Cash,2023-09-01,Kanyon,2023,September
Female,64,Clothing,3,900.24,Cash,2021-03-05,Cevahir AVM,2021,March
Male,23,Souvenir,2,23.46,Cash,2021-03-07,Zorlu Center,2021,March
Female,41,Clothing,4,1200.32,Cash,2021-12-19,Metropol AVM,2021,December
Female,45,Food & Beverage,2,10.46,Cash,2021-12-27,Istinye Park,2021,December
Male,65,Clothing,4,1200.32,Credit Card,2021-10-21,Viaport Outlet,2021,October
Female,54,Clothing,1,300.08,Debit Card,2022-10-20,Kanyon,2022,October
Female,39,Cosmetics,2,81.32,Cash,2022-10-22,Mall of Istanbul,2022,October
Male,48,Shoes,2,1200.34,Cash,2022-07-22,Viaport Outlet,2022,July
Female,60,Clothing,2,600.16,Cash,2022-08-27,Metropol AVM,2022,August
Male,24,Shoes,5,3000.85,Debit Card,2021-02-05,Mall of Istanbul,2021,February
Female,41,Clothing,3,900.24,Cash,2021-01-30,Kanyon,2021,January
Male,69,Toys,5,179.2,Cash,2022-11-19,Kanyon,2022,November
Female,40,Clothing,5,1500.4,Cash,2021-03-18,Mall of Istanbul,2021,March
Female,55,Cosmetics,5,203.3,Cash,2023-01-17,Metrocity,2023,January
Female,60,Clothing,1,300.08,Cash,2022-03-27,Kanyon,2022,March
Female,33,Toys,2,71.68,Cash,2023-02-23,Metropol AVM,2023,February
Female,68,Clothing,5,1500.4,Cash,2021-11-11,Metropol AVM,2021,November
Male,57,Cosmetics,4,162.64,Credit Card,2022-04-17,Mall of Istanbul,2022,April
Female,48,Cosmetics,2,81.32,Debit Card,2022-02-24,Viaport Outlet,2022,February
Female,52,Toys,3,107.52,Debit Card,2023-04-02,Metrocity,2023,April
Female,46,Clothing,1,300.08,Debit Card,2022-11-30,Forum Istanbul,2022,November
Female,35,Shoes,1,600.17,Credit Card,2022-05-29,Emaar Square Mall,2022,May
Female,53,Clothing,5,1500.4,Credit Card,2021-03-20,Mall of Istanbul,2021,March
Male,68,Clothing,5,1500.4,Debit Card,2021-06-07,Kanyon,2021,June
Female,63,Cosmetics,4,162.64,Credit Card,2022-01-21,Metrocity,2022,January
Female,20,Clothing,3,900.24,Cash,2021-09-05,Zorlu Center,2021,September
Male,36,Toys,1,35.84,Debit Card,2022-11-22,Mall of Istanbul,2022,November
Female,62,Shoes,3,1800.51,Cash,2021-09-16,Kanyon,2021,September
Female,66,Food & Beverage,5,26.15,Cash,2021-12-06,Metrocity,2021,December
Female,29,Books,4,60.6,Cash,2021-09-21,Forum Istanbul,2021,September
Female,60,Clothing,2,600.16,Credit Card,2021-10-30,Mall of Istanbul,2021,October
Male,68,Cosmetics,1,40.66,Debit Card,2021-03-31,Kanyon,2021,March
Male,31,Clothing,5,1500.4,Cash,2023-01-14,Viaport Outlet,2023,January
Female,41,Clothing,2,600.16,Cash,2021-12-15,Viaport Outlet,2021,December
Male,48,Clothing,1,300.08,Cash,2021-02-21,Kanyon,2021,February
Female,24,Food & Beverage,5,26.15,Cash,2022-03-03,Kanyon,2022,March
Male,27,Clothing,2,600.16,Cash,2023-01-28,Cevahir AVM,2023,January
Male,36,Clothing,5,1500.4,Cash,2022-04-30,Viaport Outlet,2022,April
Male,25,Clothing,2,600.16,Cash,2023-02-22,Istinye Park,2023,February
Male,51,Cosmetics,3,121.98,Credit Card,2021-03-05,Forum Istanbul,2021,March
Female,48,Clothing,1,300.08,Debit Card,2021-02-01,Kanyon,2021,February
Female,61,Food & Beverage,1,5.23,Cash,2022-03-21,Kanyon,2022,March
Male,40,Clothing,3,900.24,Credit Card,2021-07-14,Kanyon,2021,July
Male,52,Cosmetics,4,162.64,Debit Card,2022-11-11,Mall of Istanbul,2022,November
Female,59,Clothing,3,900.24,Debit Card,2021-04-15,Mall of Istanbul,2021,April
Female,57,Clothing,3,900.24,Credit Card,2021-04-08,Emaar Square Mall,2021,April
Female,46,Books,4,60.6,Cash,2021-12-07,Kanyon,2021,December
Male,38,Clothing,5,1500.4,Credit Card,2021-10-08,Mall of Istanbul,2021,October
Male,25,Shoes,3,1800.51,Debit Card,2022-01-25,Mall of Istanbul,2022,January
Male,51,Clothing,5,1500.4,Credit Card,2021-05-28,Mall of Istanbul,2021,May
Male,37,Toys,3,107.52,Cash,2021-03-10,Emaar Square Mall,2021,March
Male,37,Clothing,5,1500.4,Credit Card,2022-01-04,Kanyon,2022,January
Female,51,Toys,2,71.68,Credit Card,2021-03-25,Mall of Istanbul,2021,March
Male,31,Shoes,1,600.17,Credit Card,2021-07-07,Emaar Square Mall,2021,July
Male,27,Technology,4,4200.0,Credit Card,2021-08-16,Metrocity,2021,August
Male,30,Clothing,4,1200.32,Cash,2021-11-30,Mall of Istanbul,2021,November
Female,42,Food & Beverage,3,15.69,Credit Card,2023-02-14,Kanyon,2023,February
Female,29,Clothing,2,600.16,Cash,2022-05-13,Forum Istanbul,2022,May
Female,26,Clothing,5,1500.4,Credit Card,2021-08-27,Mall of Istanbul,2021,August
Female,19,Food & Beverage,4,20.92,Credit Card,2021-04-17,Metrocity,2021,April
Female,31,Clothing,2,600.16,Debit Card,2021-10-16,Istinye Park,2021,October
Female,68,Cosmetics,3,121.98,Debit Card,2022-09-22,Zorlu Center,2022,September
Female,41,Clothing,2,600.16,Cash,2023-01-16,Istinye Park,2023,January
Male,48,Food & Beverage,4,20.92,Cash,2022-12-11,Zorlu Center,2022,December
Female,29,Clothing,1,300.08,Cash,2021-02-28,Viaport Outlet,2021,February
Female,65,Technology,3,3150.0,Cash,2022-07-24,Forum Istanbul,2022,July
Female,23,Clothing,3,900.24,Debit Card,2022-01-29,Kanyon,2022,January
Female,26,Cosmetics,2,81.32,Cash,2021-07-10,Cevahir AVM,2021,July
Male,27,Cosmetics,3,121.98,Cash,2021-04-08,Cevahir AVM,2021,April
Female,23,Clothing,2,600.16,Credit Card,2022-03-14,Mall of Istanbul,2022,March
Female,20,Cosmetics,2,81.32,Cash,2022-05-19,Istinye Park,2022,May
Male,33,Clothing,3,900.24,Cash,2022-05-30,Viaport Outlet,2022,May
Male,41,Books,5,75.75,Debit Card,2023-03-02,Mall of Istanbul,2023,March
Male,29,Clothing,1,300.08,Debit Card,2021-06-12,Cevahir AVM,2021,June
Male,31,Shoes,3,1800.51,Cash,2023-02-26,Metrocity,2023,February
Female,48,Food & Beverage,3,15.69,Credit Card,2021-09-15,Metrocity,2021,September
Female,25,Cosmetics,5,203.3,Debit Card,2021-02-17,Mall of Istanbul,2021,February
Female,32,Shoes,4,2400.68,Credit Card,2021-01-23,Istinye Park,2021,January
Female,50,Shoes,1,600.17,Credit Card,2021-02-21,Mall of Istanbul,2021,February
Female,46,Clothing,2,600.16,Debit Card,2023-01-17,Metrocity,2023,January
Female,33,Clothing,2,600.16,Cash,2021-07-02,Metrocity,2021,July
Male,33,Clothing,1,300.08,Cash,2022-04-06,Metrocity,2022,April
Male,64,Cosmetics,4,162.64,Cash,2021-07-04,Istinye Park,2021,July
Male,36,Toys,4,143.36,Debit Card,2022-10-26,Viaport Outlet,2022,October
Female,42,Shoes,4,2400.68,Cash,2021-11-08,Viaport Outlet,2021,November
Female,66,Food & Beverage,1,5.23,Cash,2022-10-18,Cevahir AVM,2022,October
Male,50,Clothing,3,900.24,Cash,2022-10-09,Istinye Park,2022,October
Male,29,Cosmetics,5,203.3,Cash,2021-12-15,Kanyon,2021,December
Female,63,Cosmetics,5,203.3,Cash,2023-02-13,Kanyon,2023,February
Female,29,Shoes,1,600.17,Cash,2023-08-01,Emaar Square Mall,2023,August
Female,60,Clothing,4,1200.32,Credit Card,2023-07-01,Kanyon,2023,July
Male,23,Technology,1,1050.0,Cash,2022-09-30,Metrocity,2022,September
Male,54,Toys,2,71.68,Credit Card,2022-09-12,Istinye Park,2022,September
Female,28,Cosmetics,5,203.3,Credit Card,2023-01-17,Kanyon,2023,January
Female,46,Books,4,60.6,Cash,2021-01-16,Zorlu Center,2021,January
Female,59,Shoes,1,600.17,Debit Card,2022-10-22,Metropol AVM,2022,October
Male,46,Food & Beverage,4,20.92,Credit Card,2022-03-30,Metrocity,2022,March
Female,45,Cosmetics,3,121.98,Cash,2021-04-21,Metrocity,2021,April
Female,52,Toys,5,179.2,Cash,2022-12-19,Istinye Park,2022,December
Male,63,Souvenir,5,58.65,Debit Card,2021-08-15,Zorlu Center,2021,August
Male,37,Cosmetics,2,81.32,Cash,2022-09-20,Mall of Istanbul,2022,September
Male,64,Technology,5,5250.0,Cash,2022-05-23,Mall of Istanbul,2022,May
Male,65,Books,5,75.75,Credit Card,2021-10-08,Istinye Park,2021,October
Male,26,Cosmetics,3,121.98,Cash,2021-07-27,Cevahir AVM,2021,July
Male,41,Clothing,4,1200.32,Credit Card,2021-10-26,Kanyon,2021,October
Female,68,Clothing,3,900.24,Cash,2022-12-27,Kanyon,2022,December
Male,63,Food & Beverage,1,5.23,Cash,2022-03-30,Istinye Park,2022,March
Female,21,Cosmetics,3,121.98,Credit Card,2021-11-09,Kanyon,2021,November
Male,56,Clothing,5,1500.4,Cash,2022-07-07,Istinye Park,2022,July
Female,46,Shoes,2,1200.34,Credit Card,2022-09-20,Metropol AVM,2022,September
Female,18,Food & Beverage,2,10.46,Cash,2021-07-18,Metropol AVM,2021,July
Male,69,Clothing,1,300.08,Cash,2022-03-20,Kanyon,2022,March
Female,24,Toys,3,107.52,Debit Card,2021-08-07,Kanyon,2021,August
Female,63,Cosmetics,5,203.3,Cash,2022-01-19,Viaport Outlet,2022,January
Female,63,Clothing,3,900.24,Credit Card,2021-01-14,Zorlu Center,2021,January
Female,36,Cosmetics,2,81.32,Cash,2021-03-31,Kanyon,2021,March
Male,37,Technology,4,4200.0,Cash,2022-09-04,Metrocity,2022,September
Female,23,Clothing,2,600.16,Cash,2022-10-14,Metrocity,2022,October
Female,54,Shoes,3,1800.51,Credit Card,2022-04-14,Metrocity,2022,April
Female,43,Clothing,5,1500.4,Credit Card,2021-08-08,Kanyon,2021,August
Male,44,Clothing,1,300.08,Cash,2022-06-07,Mall of Istanbul,2022,June
Female,54,Clothing,5,1500.4,Cash,2021-12-14,Metropol AVM,2021,December
Male,43,Shoes,3,1800.51,Credit Card,2021-04-19,Cevahir AVM,2021,April
Male,44,Clothing,5,1500.4,Debit Card,2022-04-19,Metrocity,2022,April
Female,44,Clothing,2,600.16,Credit Card,2022-07-06,Metropol AVM,2022,July
Female,45,Toys,5,179.2,Credit Card,2022-10-03,Istinye Park,2022,October
Male,29,Toys,5,179.2,Cash,2021-11-01,Kanyon,2021,November
Female,45,Food & Beverage,2,10.46,Cash,2022-02-08,Zorlu Center,2022,February
Male,22,Books,5,75.75,Cash,2022-04-13,Mall of Istanbul,2022,April
Male,41,Clothing,3,900.24,Credit Card,2021-07-13,Emaar Square Mall,2021,July
Male,42,Cosmetics,1,40.66,Credit Card,2021-03-05,Kanyon,2021,March
Male,65,Clothing,5,1500.4,Cash,2022-11-07,Kanyon,2022,November
Female,62,Cosmetics,3,121.98,Debit Card,2022-01-11,Kanyon,2022,January
Female,19,Cosmetics,3,121.98,Credit Card,2021-12-31,Forum Istanbul,2021,December
Male,59,Clothing,1,300.08,Cash,2021-08-12,Metrocity,2021,August
Female,68,Food & Beverage,1,5.23,Credit Card,2022-05-14,Mall of Istanbul,2022,May
Female,44,Food & Beverage,5,26.15,Debit Card,2022-02-02,Kanyon,2022,February
Female,50,Cosmetics,4,162.64,Cash,2022-12-18,Forum Istanbul,2022,December
Male,48,Food & Beverage,2,10.46,Credit Card,2021-07-20,Metropol AVM,2021,July
Female,23,Clothing,4,1200.32,Credit Card,2021-11-26,Metropol AVM,2021,November
Female,32,Technology,4,4200.0,Debit Card,2021-08-01,Kanyon,2021,August
Male,43,Souvenir,3,35.19,Cash,2021-03-04,Kanyon,2021,March
Female,24,Clothing,1,300.08,Debit Card,2021-07-04,Metrocity,2021,July
Male,23,Toys,1,35.84,Cash,2022-06-07,Metropol AVM,2022,June
Male,63,Cosmetics,3,121.98,Cash,2022-03-30,Kanyon,2022,March
Male,61,Clothing,3,900.24,Credit Card,2021-03-19,Metrocity,2021,March
Female,50,Cosmetics,3,121.98,Cash,2022-10-29,Cevahir AVM,2022,October
Female,19,Clothing,4,1200.32,Cash,2021-05-27,Metropol AVM,2021,May
Female,69,Clothing,5,1500.4,Cash,2022-09-06,Metrocity,2022,September
Female,57,Clothing,5,1500.4,Credit Card,2021-08-10,Mall of Istanbul,2021,August
Male,27,Clothing,1,300.08,Credit Card,2021-04-01,Metrocity,2021,April
Female,33,Toys,1,35.84,Credit Card,2022-09-06,Viaport Outlet,2022,September
Female,57,Food & Beverage,4,20.92,Cash,2021-08-10,Mall of Istanbul,2021,August
Female,61,Clothing,3,900.24,Cash,2021-01-01,Emaar Square Mall,2021,January
Male,55,Technology,5,5250.0,Cash,2021-08-17,Mall of Istanbul,2021,August
Male,30,Toys,2,71.68,Debit Card,2023-07-02,Cevahir AVM,2023,July
Male,35,Cosmetics,1,40.66,Cash,2021-04-08,Metrocity,2021,April
Male,47,Food & Beverage,3,15.69,Cash,2021-06-18,Kanyon,2021,June
Male,36,Technology,2,2100.0,Debit Card,2022-10-28,Kanyon,2022,October
Male,31,Cosmetics,3,121.98,Credit Card,2022-02-07,Cevahir AVM,2022,February
Male,62,Clothing,1,300.08,Cash,2022-05-06,Kanyon,2022,May
Female,60,Clothing,5,1500.4,Credit Card,2021-03-16,Kanyon,2021,March
Female,48,Clothing,2,600.16,Credit Card,2021-09-09,Forum Istanbul,2021,September
Male,62,Clothing,2,600.16,Credit Card,2022-09-24,Mall of Istanbul,2022,September
Female,19,Technology,3,3150.0,Debit Card,2021-09-10,Zorlu Center,2021,September
Female,25,Souvenir,5,58.65,Debit Card,2021-04-03,Metrocity,2021,April
Male,23,Clothing,1,300.08,Credit Card,2021-07-05,Mall of Istanbul,2021,July
Male,65,Food & Beverage,4,20.92,Cash,2022-06-15,Metropol AVM,2022,June
Male,62,Clothing,4,1200.32,Credit Card,2022-05-12,Mall of Istanbul,2022,May
Female,59,Cosmetics,1,40.66,Credit Card,2022-02-17,Kanyon,2022,February
Female,56,Cosmetics,4,162.64,Credit Card,2021-01-30,Kanyon,2021,January
Male,45,Books,5,75.75,Credit Card,2021-09-18,Emaar Square Mall,2021,September
